/contrevenants;/contrevenant/adresse;/contrevenant/categorie;/contrevenant/date_infraction;/contrevenant/date_jugement;/contrevenant/description;/contrevenant/etablissement;/contrevenant/montant;/contrevenant/proprietaire;/contrevenant/ville
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;9597 Boul. Maurice-Duplessis ;Restaurant;08 avril 2015;25 mai 2016;"Les personnes affectées à la préparation des produits, au lavage ou au nettoyage du matériel et de l'équipement doivent: porter un bonnet ou une résille propre qui recouvre entièrement les cheveux; porter un couvre-barbe propre qui recouvre entièrement la barbe.";RESTAURANT PIZZERIA PEETY POPS;250 $ ;GUARRAGGI PETER;Montréal H1E 4M6
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1000 Rue De La Gauchetière Ouest ;Restaurant;08 décembre 2014;25 mai 2016;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;LAITUE ET GO;2 250 $ ;9201-3390 QUEBEC INC.;Montréal H3B 4W5
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;5184A Ch. de la Côte-des-Neiges ;Restaurant;08 décembre 2014;16 décembre 2015;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;RESTAURANT LA CAVERNE;1 200 $ ;LEONID LIKHTEN;Montréal H3T 1X8
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;5163 Boul. Saint-Laurent ;Restaurant;08 décembre 2015;12 avril 2017;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;RESTAURANT LA LUMIERE DE L'INDE;250 $ ;9308-1214 QUEBEC INC.  (Fermé changement d'exploitant);Montréal H2T 1R9
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1055 Boul. Saint-Laurent ;Restaurant;08 décembre 2015;16 mars 2017;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;RESTAURANT NUDO;750 $ ;9263-7024 QUEBEC INC.;Montréal H2Z 1J6
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;7999 Boul. des Galeries-d'Anjou ;Restaurant;08 décembre 2015;18 octobre 2016;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;RESTAURANT BATON ROUGE SUITE 233;1 200 $ ;9059-5307 QUEBEC INC.;Anjou H1M 1W9
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;2135 Boul. Marcel-Laurin ;Restaurant;08 janvier 2013;07 mars 2014;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;TUTTI FRUTTI DEJEUNERS  (SAINT-LAURENT);950 $ ;9184-9018 QUEBEC INC.  (Fermé);St-Laurent H4R 1K4
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1001 Av. du Mont-Royal Est ;Restaurant;08 janvier 2014;03 novembre 2015;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;LE NOUVEAU 1001 MONT-ROYAL INC. (MONT ROYAL HOT DOG);1 200 $ ;LE NOUVEAU 1001 MONT-ROYAL INC.;Montréal H2J 1X7
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1001 Av. du Mont-Royal Est ;Restaurant;08 janvier 2014;03 novembre 2015;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;LE NOUVEAU 1001 MONT-ROYAL INC. (MONT ROYAL HOT DOG);1 250 $ ;LE NOUVEAU 1001 MONT-ROYAL INC.;Montréal H2J 1X7
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;5263 Av. du Parc ;Restaurant;08 juillet 2014;20 octobre 2015;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;CAFFE IN GAMBA;750 $ ;9178-9941 QUEBEC INC.;Montréal H2V 4G9
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;506 Rue de Liège Est ;Restaurant;08 juillet 2015;19 mai 2017;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;RESTAURANT SADY'S;1 000 $ ;9198-3817 QUEBEC INC.  (Fermé changement d'exploitant);Montréal H2P 1J8
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;506 Rue de Liège Est ;Restaurant;08 juillet 2015;19 mai 2017;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;RESTAURANT SADY'S;2 000 $ ;9198-3817 QUEBEC INC.  (Fermé changement d'exploitant);Montréal H2P 1J8
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1790 Boul. de la Côte-Vertu ;Restaurant;08 juin 2017;10 juillet 2017;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;VIA MARCELLO RESTAURANT;250 $ ;9288-5300 QUEBEC INC.;St-Laurent H4L 2A6
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1933 Rue Sainte-Catherine Ouest ;Restaurant;08 mai 2013;21 mai 2014;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;LA ROTISSERIE ITALIENNE;1 200 $ ;YONG REN;Montréal H3H 1M3
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1933 Rue Sainte-Catherine Ouest ;Restaurant;08 mai 2013;21 mai 2014;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;LA ROTISSERIE ITALIENNE;1 200 $ ;YONG REN;Montréal H3H 1M3
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;111 Rue Duke ;Restaurant;08 mars 2013;15 septembre 2014;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;MOKAFE;1 250 $ ;9072-4063 QUEBEC INC.;Montréal H3C 2M1
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1240 Rue Stanley ;Restaurant;08 octobre 2013;07 octobre 2014;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;RESTAURANT KALOHIN;3 500 $ ;9114-7918 QUEBEC INC.  (Fermé changement d'exploitant);Montréal H3B 2S7
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;8600 Boul. Langelier ;Restaurant;08 octobre 2014;31 octobre 2016;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;CAFE VICTORIA'S;950 $ ;9140-6736 QUEBEC INC.;St-Léonard H1P 2Y7
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;8600 Boul. Langelier ;Restaurant;08 octobre 2014;31 octobre 2016;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;CAFE VICTORIA'S;900 $ ;9140-6736 QUEBEC INC.;St-Léonard H1P 2Y7
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;4634 Rue Wellington ;Restaurant;08 octobre 2014;14 octobre 2015;Il est interdit d'entraver le travail d'une personne autorisée dans l'exercice de ses fonctions, de l'induire en erreur ou de tenter de le faire, de négliger ou de refuser de lui obéir. Cette personne doit, sur demande, s'identifier et exhiber un certificat, signé par le ministre, attestant sa qualité.;PIZZA DE EXPRESSO;1 000 $ ;MULTANI NISHAN SINGH;Verdun H4G 1W9
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;4634 Rue Wellington ;Restaurant;08 octobre 2014;14 octobre 2015;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;PIZZA DE EXPRESSO;1 000 $ ;MULTANI NISHAN SINGH;Verdun H4G 1W9
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;4634 Rue Wellington ;Restaurant;08 octobre 2014;14 octobre 2015;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;PIZZA DE EXPRESSO;1 000 $ ;MULTANI NISHAN SINGH;Verdun H4G 1W9
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;7065 Boul. Langelier ;Restaurant;08 octobre 2014;17 juillet 2015;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;PIZZA HUT R 296-33;1 250 $ ;REDBERRY MARQUE RESTO INC.  (Fermé);St-Léonard H1S 1V6
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;4097 Rue Saint-Denis ;Restaurant;08 septembre 2014;28 octobre 2015;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;PIAZZETTA ST-DENIS;1 500 $ ;9121-7810 QUEBEC INC.;Montréal H2W 2M7
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1356 Rue Jarry Est ;Restaurant;08 septembre 2015;09 janvier 2017;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;LA BELLE PROVINCE;750 $ ;9287-1482 QUEBEC INC.;Montréal H2E 1A5
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1356 Rue Jarry Est ;Restaurant;08 septembre 2015;09 janvier 2017;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;LA BELLE PROVINCE;750 $ ;9287-1482 QUEBEC INC.;Montréal H2E 1A5
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;1558 Rue Fleury Est ;Restaurant;08 septembre 2015;17 novembre 2016;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;RESTAURANT MISTINGUETTE;1 650 $ ;9280-2370 QUEBEC INC.;Montréal H2C 1S6
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;388 Av. Dorval ;Restaurant;09 avril 2015;05 avril 2016;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;LA BELLE PROVINCE DORVAL;1 750 $ ;8823600 CANADA CORPORATION  (Fermé changement d'exploitant);Dorval H9S 3H7
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;5557A Ch. de la Côte-des-Neiges ;Restaurant;09 avril 2015;16 décembre 2015;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;CUISINE AUNTDAI;1 400 $ ;9292-6898 QUEBEC INC.;Montréal H3T 1Y8
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;6105 Av. du Boisé ;Restaurant;09 décembre 2014;08 janvier 2016;Le lieu ou le véhicule doit être exempt de contaminants, de polluants, de toute espèce d'animaux y compris les insectes et les rongeurs ou de leurs excréments.;LE SPORTING CLUB DU SANCTUAIRE;1 200 $ ;TCA-MONTREAL INC.;Montréal H3S 2V9
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;222 Boul. Crémazie Est ;Restaurant;09 décembre 2015;08 mai 2017;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;RESTAURANT TOUMA (BERMA);700 $ ;JOSAPHIN TOUMA  (Fermé);Montréal H2P 1E3
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;222 Boul. Crémazie Est ;Restaurant;09 décembre 2015;08 mai 2017;Les lieux, véhicules, équipements, matériaux et ustensiles servant à la préparation au conditionnement, à l'entreposage, au transport, à l'étiquetage et au service des produits, ainsi que les autres installations et locaux sanitaires, doivent être propres.;RESTAURANT TOUMA (BERMA);1 000 $ ;JOSAPHIN TOUMA  (Fermé);Montréal H2P 1E3
http://ville.montreal.qc.ca/pls/portal/docs/PAGE/ADMIN_FR/MEDIA/DOCUMENTS/CONTREVENANTS.XSD;7070 Av. Henri-Julien ;Restaurant;09 juillet 2014;20 mars 2015;Le produit altérable à la chaleur à l'exception des fruits et légumes frais entiers doit être refroidi sans retard et maintenu constamment à une température interne et ambiante ne dépassant pas 4C jusqu'à sa livraison au consommateur, sauf pendant le temps requis pour l'application d'un procédé de fabrication ou d'un traitement reconnu en industrie alimentaire et qui exige une plus haute température.;BRULERIE AUX QUATRE VENTS;1 500 $ ;9287-2860 QUEBEC INC.;Montréal H2S 3S3
